domain,tagSize,tidSize,xdrSize,tagRatio,xdrRatio,tagDistribute,xdrDistribute,upPktSize,downPktSize,upFluxSize,downFluxSize,upAvgFluxSize,downAvgFluxSize,tidFlux,xdrFlux,is_comm
lemobar.com,1,27,2066,0.037037037,0.35285576,27,76.51851852,10232,10124,633863,532594,61.94908131,52.6070723,43202.11111,564.5968054,1
cmoshlw.cn,3,3,43,3,0.209302326,1,14.33333333,330,324,47599,86868,144.2393939,268.1111111,44822.33333,3127.139535,-1
honeyscreen.com,1,1,7,1,0.142857143,1,7,96,78,10209,48883,106.34375,626.7051282,59092,8441.714286,-1
wanmagps.com,8,25,412,2.56,1.516990291,3.125,16.48,2768,1883,138410,125503,50.00361272,66.65055762,10556.52,640.565534,1
17173.com,1,2,33,0.5,0.121212121,2,16.5,281,313,37161,300867,132.2455516,961.2364217,169014,10243.27273,-1
meiweishenghuo.com,2,3,67,1.333333333,0.134328358,1.5,22.33333333,539,264,134308,14509,249.1799629,54.95833333,49605.66667,2221.149254,1
12306.cn,3,4,12,2.250000001,1.333333333,1.333333333,3,244,306,50993,254811,208.9877049,832.7156863,76451,25483.66667,-1
oicp.net,2,2,95,2,0.042105263,1,47.5,1280,1290,99140,312824,77.453125,242.4992248,205982,4336.463158,-1
ourwebcdn.com,4,4,7,4,2.285714286,1,1.75,83,80,20016,41278,241.1566265,515.975,15323.5,8756.285714,-1
ospserver.net,2,3,5,1.333333333,1.8,1.5,1.666666667,41,37,6118,15706,149.2195122,424.4864865,7274.666667,4364.8,-1
80s.tt,1,1,1,1,1,1,1,11,8,997,4223,90.63636364,527.875,5220,5220,-1
monpump.net,1,22,939,0.045454545,0.51544196,22,42.68181818,8034,7672,651799,337574,81.13007219,44.00078206,44971.5,1053.645367,-1
51ykc.com,1,2,15,0.5,0.266666667,2,7.5,107,91,7067,6515,66.04672897,71.59340659,6791,905.4666667,-1
esfino.com,1,4,5,0.25,3.2,4,1.25,25,20,3478,2280,139.12,114,1439.5,1151.6,1
mobilesystemservice.com,1,1,15,1,0.066666667,1,15,25,0,1500,0,60,0,1500,100,-1
3dpop.kr,1,4,37,0.25,0.432432432,4,9.25,109,0,6540,0,60,0,1635,176.7567568,-1
cxylt.cn,1,1,5,1,0.2,1,5,57,50,7806,27373,136.9473684,547.46,35179,7035.8,-1
akadns.net,215,612,16764,75.53104575,22.34216178,2.846511628,27.39215686,296390,275882,72218570,180125892,243.6606161,652.9091858,412327.5523,15052.7596,1
gmw.cn,88,121,1215,64,12.05020577,1.375,10.04132231,28926,36678,2056929,40231107,71.11003941,1096.872976,349487.9008,34804.9679,-1
xkeeper.com,1,1,1,1,1,1,1,12,12,1149,6799,95.75,566.5833333,7948,7948,-1
kaola.com,4,5,100,3.2,0.25,1.25,20,1756,1688,311519,687618,177.4026196,407.3566351,199827.4,9991.37,-1
8k8k.me,1,1,1,1,1,1,1,6,5,654,535,109,107,1189,1189,-1
cangowin.com,5,231,18490,0.108225108,2.885938345,46.2,80.04329004,1182741,950892,70014786,46435515,59.19705667,48.83363726,504113.8571,6298.015197,1
100-bike.com,3,12,1172,0.75,0.122866894,4,97.66666667,21049,21468,1242908,1218358,59.04831583,56.75228247,205105.5,2100.056314,1
kaspersky-labs.com,1,1,21,1,0.047619048,1,21,246,150,42287,17052,171.898374,113.68,59339,2825.666667,-1
tzonedigital.cn,2,5,502,0.8,0.049800797,2.5,100.4,1136,585,115781,34013,101.9198944,58.14188034,29958.8,298.3944223,1
kyad88.com,3,3,19,3,0.473684211,1,6.333333333,108,90,17890,58241,165.6481481,647.1222222,25377,4006.894737,-1
pa18.com,1,1,15,1,0.066666667,1,15,135,109,27952,40994,207.0518519,376.0917431,68946,4596.4,-1
zaloapp.com,2,2,7,2,0.571428571,1,3.5,38,39,6263,5522,164.8157895,141.5897436,5892.5,1683.571429,-1
docer.com,3,3,68,3,0.132352941,1,22.66666667,312,310,83883,185052,268.8557692,596.9419355,89645,3954.926471,-1
fotapro.net,1,1,1,1,1,1,1,403,514,21405,712285,53.11414392,1385.768482,733690,733690,-1
csc108.com,1,2,252,0.5,0.015873016,2,126,890,681,238349,485057,267.8078652,712.2716593,361703,2870.65873,-1
iaarpiv.cn,1,1,28,1,0.035714286,1,28,218,256,25112,306400,115.1926606,1196.875,331512,11839.71429,-1
dbscar.com,1,1,29,1,0.034482759,1,29,55,45,2560,2016,46.54545455,44.8,4576,157.7931034,-1
autonavi.com,162,1525,18728,17.20918033,124.1790367,9.413580247,12.28065574,152229,156403,16845287,93460878,110.6575423,597.5644841,72331.91148,5889.90629,0
duba.net,16,22,546,11.63636364,0.886446886,1.375,24.81818182,2442,1625,338314,163127,138.5397215,100.3858462,22792.77273,918.3901099,-1
openstorage.cn,2,2,2,2,2,1,1,19,17,1240,12920,65.26315789,760,7080,7080,-1
yunchongba.com,9,567,63090,0.142857143,5.095720398,63,111.2698413,1080058,582998,287664507,54393538,266.3417215,93.29969914,603276.9753,5421.747424,1
cdzhisheng.com,1,3,191,0.333333333,0.047120419,3,63.66666667,7827,5578,393349,233458,50.25539798,41.85335246,208935.6667,3281.712042,1
gps0018.com,4,7,279,2.285714286,0.17562724,1.75,39.85714286,2836,2188,204927,121238,72.25916784,55.41042048,46595,1169.050179,1
taptapdada.com,1,1,1,1,1,1,1,27,28,4199,20442,155.5185185,730.0714286,24641,24641,-1
dewmobile.net,7,9,56,5.444444443,1.446428571,1.285714286,6.222222222,831,926,93539,722420,112.5619735,780.1511879,90662.11111,14570.69643,-1
sofar110.net,36,1335,7138,0.970786517,249.6812833,37.08333333,5.346816479,33820,20370,2339119,933991,69.16377883,45.85130093,2451.76779,458.5472121,-1
omesoft.com,1,7,620,0.142857143,0.079032258,7,88.57142857,1424,856,670082,221306,470.5632022,258.5350467,127341.1429,1437.722581,-1
biggerv.com,1,1,18,1,0.055555556,1,18,232,316,32245,360854,138.987069,1141.943038,393099,21838.83333,-1
growatt.com,13,958,53599,0.176409186,17.12278214,73.69230769,55.94885177,632943,373261,58087022,19719534,91.77291162,52.83041625,81217.69937,1451.641934,1
bing.net,17,22,170,13.13636364,2.847058824,1.294117647,7.727272727,2030,2309,468141,1251898,230.61133,542.1818969,78183.59091,10117.87647,-1
lewei666.com,6,31,1468,1.161290323,0.654632153,5.166666667,47.35483871,12691,11026,792617,502771,62.45504688,45.59867586,41786.70968,882.4168937,1
sto.cn,19,782,54310,0.461636829,11.25987847,41.15789474,69.45012788,329499,270343,37657521,194137339,114.2872088,718.1149096,296412.8645,4267.995949,-1
bfgps.net.cn,11,33,1163,3.666666667,0.936371453,3,35.24242424,14459,10543,1078256,599366,74.57334532,56.84966328,50837.0303,1442.495271,1
shineenv.link,1,2,19,0.5,0.210526316,2,9.5,233,222,15268,11854,65.527897,53.3963964,13561,1427.473684,-1
julanling.com,3,6,31,1.5,1.161290323,2,5.166666667,319,306,46773,107448,146.6238245,351.1372549,25703.5,4974.870968,-1
zhihuishangjie.cn,1,1,1,1,1,1,1,9,5,992,848,110.2222222,169.6,1840,1840,-1
phonecoolgame.com,1,1,29,1,0.034482759,1,29,274,232,41443,72542,151.2518248,312.6810345,113985,3930.517241,-1
quantserve.com,1,1,3,1,0.333333333,1,3,38,37,4171,20632,109.7631579,557.6216216,24803,8267.666667,-1
163yun.com,3,3,12,3,0.75,1,4,176,162,36606,53301,207.9886364,329.0185185,29969,7492.25,-1
dingyueads.com,10,13,848,7.692307692,0.199292453,1.3,65.23076923,8516,7208,1393138,3694879,163.5906529,512.6080744,391385.9231,6000.020047,-1
widespace.com,1,2,3,0.5,1.333333333,2,1.5,14,15,1579,6620,112.7857143,441.3333333,4099.5,2733,-1
cmvideo.cn,4,4,35,4,0.457142857,1,8.75,129,99,42968,24526,333.0852713,247.7373737,16873.5,1928.4,-1
008gps.com,24,623,36235,0.924558588,10.71143922,25.95833333,58.16211878,487974,467599,62943463,24836634,128.9893785,53.11524191,140899.0321,2422.52234,0
95171.cn,1,1,2,1,0.5,1,2,71,68,4487,74481,63.1971831,1095.308824,78968,39484,-1
ppgame.com,1,1,3,1,0.333333333,1,3,9,9,840,651,93.33333333,72.33333333,1491,497,-1
easytouch-manager.cn,3,5,1204,1.8,0.02076412,1.666666667,240.8,6168,3591,430443,245479,69.7864786,68.35950989,135184.4,561.39701,-1
mxchair.com,1,3,438,0.333333333,0.020547945,3,146,5400,5401,437371,282505,80.99462963,52.30605443,239958.6667,1643.552511,1
haohaozhu.com,1,1,1,1,1,1,1,19,12,2790,4198,146.8421053,349.8333333,6988,6988,-1
qu.la,2,2,5,2,0.8,1,2.5,213,225,19921,191048,93.5258216,849.1022222,105484.5,42193.8,-1
yueus.com,1,1,2,1,0.5,1,2,15,17,2750,14688,183.3333333,864,17438,8719,-1
cloudfront.net,20,56,447,7.142857143,7.015659955,2.8,7.982142857,22105,28858,1852201,36931819,83.79104275,1279.777497,692571.7857,86765.14541,-1
mn-hao123.com,1,1,5,1,0.2,1,5,24,16,2625,6995,109.375,437.1875,9620,1924,-1
163jiasu.com,4,5,40,3.2,0.625,1.25,8,912,937,78997,818790,86.61951754,873.8420491,179557.4,22444.675,-1
ujinbi.com,1,1,2,1,0.5,1,2,498,565,26191,750010,52.59236948,1327.451327,776201,388100.5,-1
dongtu.com,16,18,164,14.22222222,1.975609756,1.125,9.111111111,1904,2010,127212,1958834,66.81302521,974.5442786,115891.4444,12719.79268,-1
vbersky.com,3,55,5889,0.163636364,0.513669553,18.33333333,107.0727273,130948,77815,11195717,7538330,85.49742646,96.8750241,340619.0364,3181.193242,-1
mk-dog.com,1,900,4449,0.001111111,182.063385,900,4.943333333,7215,2819,423670,191674,58.72072072,67.99361476,683.7155556,138.3106316,-1
bioland-yun.com.cn,1,1,13,1,0.076923077,1,13,79,52,7410,4684,93.79746835,90.07692308,12094,930.3076923,1
careland.com.cn,2,2,106,2,0.037735849,1,53,538,382,78036,64986,145.0483271,170.1204188,71511,1349.264151,-1
oppomobile.com,189,417,10130,85.66187052,17.16574531,2.206349206,24.29256595,120394,131771,16044773,97030519,133.2688755,736.3571575,271163.7698,11162.41777,0
sogou.com,290,568,18747,148.0633803,17.20936683,1.95862069,33.00528169,124507,99722,31977981,31373079,256.8368124,314.605393,111533.5563,3379.263882,0
xunliandata.com,1,1,7,1,0.142857143,1,7,71,52,9202,30018,129.6056338,577.2692308,39220,5602.857143,-1
kuaidadi.com,3,3,22,3,0.409090909,1,7.333333333,274,263,54485,100068,198.850365,380.486692,51517.66667,7025.136364,-1
yieldlab.net,1,1,2,1,0.5,1,2,9,7,1470,1362,163.3333333,194.5714286,2832,1416,-1
sharepoint-df.com,1,1,1,1,1,1,1,17,19,1361,7238,80.05882353,380.9473684,8599,8599,-1
weidaigps.com,18,3983,230426,0.081345719,68.84765174,221.2777778,57.85237258,2109005,1668189,128176300,73153544,60.77572125,43.85207192,50547.28697,873.72885,-1
trustlook.com,8,8,44,8,1.454545455,1,5.5,164,140,47354,19131,288.7439024,136.65,8310.625,1511.022727,-1
toutiao.com,228,379,9737,137.1609498,14.75207969,1.662280702,25.69129288,172440,218555,32295755,169212681,187.2869114,774.2338588,531684.5277,20695.1254,0
meizu.com,58,120,8569,28.03333334,1.680476135,2.068965517,71.40833333,61153,48585,15945366,17288922,260.7454418,355.8489657,276952.4,3878.432489,0
166cai.net,1,1,6,1,0.166666667,1,6,30,25,2882,2323,96.06666667,92.92,5205,867.5,-1
yaxon.com,2,3,14,1.333333333,0.642857143,1.5,4.666666667,147,124,10111,8127,68.78231293,65.54032258,6079.333333,1302.714286,-1
joymemory.com,2,2,8,2,0.5,1,4,42,33,4644,5090,110.5714286,154.2424242,4867,1216.75,-1
hangtu-china.com,10,4170,148380,0.023980815,117.19167,417,35.58273381,6623158,4962200,1001341670,543465561,151.1879484,109.5210917,370457.3695,10411.15535,1
chargedot.com,7,24,1322,2.041666666,0.43570348,3.428571429,55.08333333,49738,26368,2669712,1479784,53.67549962,56.12044903,172895.6667,3138.801815,1
gps021.cn,35,643,27830,1.905132193,14.85623428,18.37142857,43.281493,565479,472541,47067280,26649922,83.2343553,56.39705761,114645.7263,2648.839454,-1
3g-elec.com,30,508,4933,1.771653544,52.31380499,16.93333333,9.710629921,29156,24792,2043884,2756125,70.10166004,111.1699338,9448.836614,973.0405433,1
fuhaodq.com,1,1,13,1,0.076923077,1,13,40,40,3360,3360,84,84,6720,516.9230769,-1
w1a.cc,1,1,2,1,0.5,1,2,10,6,964,533,96.4,88.83333333,1497,748.5,-1
sandlacus.com,1,1,129,1,0.007751938,1,129,953,579,49000,25344,51.41657922,43.77202073,74344,576.3100775,1
upst86.com,1,1,6,1,0.166666667,1,6,22,13,4736,2138,215.2727273,164.4615385,6874,1145.666667,-1
continuedsys.cn,2,2,72,2,0.055555556,1,36,2030,2306,395451,1417247,194.8034483,614.5910668,906349,25176.36111,-1
jikeep.cn,3,5,442,1.8,0.056561086,1.666666667,88.4,5362,3932,371066,247376,69.20290936,62.91353001,123688.4,1399.190045,1
tapjoyads.com,3,5,36,1.8,0.694444444,1.666666667,7.2,447,503,118189,281162,264.4049217,558.9701789,79870.2,11093.08333,-1
payco.kr,1,1,4,1,0.25,1,4,6,6,384,240,64,40,624,156,-1
fobshanghai.com,1,1,19,1,0.052631579,1,19,293,271,21419,313628,73.10238908,1157.298893,335047,17634.05263,-1
segye.com,1,1,57,1,0.01754386,1,57,256,399,31894,318132,124.5859375,797.3233083,350026,6140.807018,-1
ve-link.com,3,3180,51919,0.002830189,194.7726266,1060,16.32672956,1487326,1417683,139564201,77642507,93.83564935,54.76718491,68303.99623,4183.56879,1
uboxol.com,2,4,439,1,0.036446469,2,109.75,3342,3023,176236,910089,52.7336924,301.0549123,271581.25,2474.544419,-1
zhangyue01.com,4,4,27,4,0.592592593,1,6.75,189,152,58885,17006,311.5608466,111.8815789,18972.75,2810.777778,-1
xiaomi.net,323,597,5452,174.7554439,65.37215701,1.848297214,9.132328308,29359,21052,3915713,5310604,133.3735141,252.2612578,15454.46734,1692.281181,0
fycpu.com,1,6,3132,0.166666667,0.011494253,6,522,15976,15169,1129178,869202,70.67964447,57.30120641,333063.3333,638.0523627,-1
smartadserver.com,1,1,1,1,1,1,1,6,6,929,753,154.8333333,125.5,1682,1682,-1
xmcdn.com,29,40,956,21.025,1.673640167,1.379310345,23.9,27644,52614,1412682,68694412,51.10266242,1305.629908,1752677.35,73333.78033,0
dplusme.info,1,1,2,1,0.5,1,2,9,7,970,856,107.7777778,122.2857143,1826,913,-1
botedianji.com,1,1,1,1,1,1,1,171,219,9045,302351,52.89473684,1380.598174,311396,311396,-1
3322.org,25,42,1341,14.88095238,1.315436242,1.68,31.92857143,14457,8646,1812700,672804,125.3856263,77.81679389,59178.66667,1853.470544,-1
innotechx.com,3,5,37,1.8,0.675675676,1.666666667,7.4,325,236,56353,56026,173.3938462,237.3983051,22475.8,3037.27027,-1
qihoo.com,3,3,150,3,0.06,1,50,1180,1192,205832,742905,174.4338983,623.2424497,316245.6667,6324.913333,-1
xunleige.com,1,2,8,0.5,0.5,2,4,50,22,4400,12494,88,567.9090909,8447,2111.75,-1
pt18.cn,1,2,126,0.5,0.031746032,2,63,1490,782,89386,46783,59.99060403,59.82480818,68084.5,1080.706349,-1
zxziyuan.com,1,1,1,1,1,1,1,1,1,40,40,40,40,80,80,-1
mobon.net,1,3,39,0.333333333,0.230769231,3,13,3009,3061,274157,3792198,91.11232968,1238.875531,1355451.667,104265.5128,-1
hoopluz.com,1,2,8,0.5,0.5,2,4,60,48,7290,9948,121.5,207.25,8619,2154.75,-1
bjgprs.com,2,2,90,2,0.044444444,1,45,1296,773,54894,42043,42.35648148,54.38939198,48468.5,1077.077778,-1
beamform.net,2,2,195,2,0.020512821,1,97.5,2053,2053,254572,107824,124,52.52021432,181198,1858.441026,-1
ruiyit.com,1,1,3,1,0.333333333,1,3,41,33,7448,3477,181.6585366,105.3636364,10925,3641.666667,-1
cnpost-sposter.com,3,465,46494,0.019354839,4.650600078,155,99.98709677,739093,399183,33846688,18711157,45.79489726,46.87363189,113027.6237,1130.422097,-1
uczzd.cn,7,13,68,3.76923077,2.485294118,1.857142857,5.230769231,1894,4741,100037,6315074,52.81784583,1332.013077,493470.0769,94339.86765,-1
mozilla.com,23,23,178,23,2.971910112,1,7.739130435,1526,476,99980,153367,65.51769332,322.1995798,11015.08696,1423.297753,-1
leancloud.cn,21,62,565,7.112903227,6.803539823,2.952380952,9.112903226,4891,4331,515000,1342623,105.2954406,310.0030016,29961.66129,3287.828319,-1
qq.com,1082,7368,503245,158.893051,107.8747409,6.80961183,68.30143865,9939766,15733126,1062350212,11275504275,106.8787949,716.6728516,1674518.796,24516.59626,0
leyaoyao.com,20,1898,168423,0.210748156,21.38902644,94.9,88.73709168,2933658,1798245,147708447,95590058,50.3495796,53.15741626,128186.7782,1444.568171,-1
ztjy61.cn,2,2,17,2,0.235294118,1,8.5,39,29,2628,2885,67.38461538,99.48275862,2756.5,324.2941176,-1
myoppo.com,20,21,61,19.04761905,7.229508196,1.05,2.904761905,298,215,23636,22756,79.31543624,105.8418605,2209.142857,760.5245902,-1
yumimobi.com,1,1,36,1,0.027777778,1,36,181,179,28405,12344,156.9337017,68.96089385,40749,1131.916667,-1
andkids.cn,2,19,351,0.210526316,1.028490029,9.5,18.47368421,5192,3202,600874,180637,115.7307396,56.41380387,41132.15789,2226.527066,-1
aika168.com,7,367,19965,0.133514986,6.746255948,52.42857143,54.40054496,704968,414467,60323366,29683680,85.56894214,71.61892262,245250.8065,4508.241723,1
sense361.com,1,5,505,0.2,0.04950495,5,101,14439,9598,777131,396157,53.82166355,41.27495312,234657.6,2323.342574,1
skyware.com.cn,1,1,58,1,0.017241379,1,58,1255,1247,56469,51749,44.99521912,41.49879711,108218,1865.827586,1
gkstk.com,1,1,1,1,1,1,1,4,2,180,92,45,46,272,272,-1
magicmote.com,2,3,280,1.333333333,0.032142857,1.5,93.33333333,873,498,76582,44720,87.72279496,89.79919679,40434,433.2214286,1
funplayspace.com,1,8,592,0.125,0.108108108,8,74,24145,16722,2407364,1119718,99.70445227,66.96077024,440885.25,5957.908784,0
tclclouds.com,1,1,6,1,0.166666667,1,6,55,63,10615,18077,193,286.9365079,28692,4782,-1
weiyoucrm.com,1,1,5,1,0.2,1,5,28,22,3196,7975,114.1428571,362.5,11171,2234.2,-1
wrating.com,1,1,2,1,0.5,1,2,10,8,1142,521,114.2,65.125,1663,831.5,-1
meituan.net,76,127,3351,45.48031495,4.813190093,1.671052632,26.38582677,50359,50279,5533926,46153239,109.8895133,917.94266,406985.5512,15424.40018,0
ledongli.cn,1,2,74,0.5,0.054054054,2,37,475,342,53252,85501,112.1094737,250.002924,69376.5,1875.040541,-1
mycloudhawk.com,1,1,10,1,0.1,1,10,74,63,4634,29706,62.62162162,471.5238095,34340,3434,-1
yundzh.com,3,5,25,1.8,1,1.666666667,5,306,256,23552,213982,76.96732026,835.8671875,47506.8,9501.36,-1
paypal.com,1,5,6,0.2,4.166666667,5,1.2,40,35,4072,4937,101.8,141.0571429,1801.8,1501.5,-1
shuqireader.com,8,11,76,5.818181818,1.592105263,1.375,6.909090909,520,443,75333,162351,144.8711538,366.4808126,21607.63636,3127.421053,-1
b2b6.com,1,1,1,1,1,1,1,6,5,949,1567,158.1666667,313.4,2516,2516,-1
bfeedback.com,1,11,524,0.090909091,0.230916031,11,47.63636364,2898,2762,168660,165624,58.19875776,59.96524258,30389.45455,637.9465649,-1
unity3d.com,48,57,390,40.42105263,8.330769231,1.1875,6.842105263,65092,197089,3195369,269881899,49.09004179,1369.340242,4790829.263,700198.1231,-1
koubei.com,3,3,4,3,2.250000001,1,1.333333333,64,69,10904,35711,170.375,517.5507246,15538.33333,11653.75,-1
51job.com,1,1,6,1,0.166666667,1,6,27,23,3153,10091,116.7777778,438.7391304,13244,2207.333333,-1
macromedia.com,2,3,8,1.333333333,1.125,1.5,2.666666667,57,76,6949,36354,121.9122807,478.3421053,14434.33333,5412.875,-1
xfinfr.com,52,110,402,24.58181819,30.09950248,2.115384615,3.654545455,2051,1528,374261,254322,182.4773281,166.4410995,5714.390909,1563.639303,-1
viewiot.com,1,3,163,0.333333333,0.055214724,3,54.33333333,6587,4510,401420,860522,60.94124791,190.8031042,420647.3333,7741.97546,1
fanxing.com,36,39,475,33.23076924,3.202105263,1.083333333,12.17948718,5686,5280,394843,3038757,69.44125923,575.5221591,88041.02564,7228.631579,-1
analysys.cn,29,33,95,25.4848485,11.46315789,1.137931034,2.878787879,917,708,682349,77211,744.1101418,109.0550847,23016.9697,7995.368421,-1
shouqianba.com,25,88,1097,7.102272727,7.059252507,3.52,12.46590909,10127,5708,663603,1054924,65.52809322,184.8149965,19528.71591,1566.569736,1
soundl.ly,1,1,1,1,1,1,1,20,13,3462,6756,173.1,519.6923077,10218,10218,-1
cnzz.net,1,1,1,1,1,1,1,5,5,282,415,56.4,83,697,697,-1
zapyamobile.com,1,1,1,1,1,1,1,5,3,1038,316,207.6,105.3333333,1354,1354,-1
bllzgqbyp.com,1,2,4,0.5,1,2,2,84,76,12489,74120,148.6785714,975.2631579,43304.5,21652.25,-1
50zera.com,3,3,9,3,1,1,3,12287,33287,593466,45971867,48.30031741,1381.075705,15521777.67,5173925.889,-1
chinawayltd.com,1,1,35,1,0.028571429,1,35,143,106,7868,5792,55.02097902,54.64150943,13660,390.2857143,-1
xmgxamy.com,4,22,991,0.727272727,0.48839556,5.5,45.04545455,53932,80385,3954567,4747247,73.32505748,59.05637868,395537,8780.841574,1
primee.cn,1,1,72,1,0.013888889,1,72,2779,2800,138764,138984,49.93306945,49.63714286,277748,3857.611111,1
softwinners.com,2,3,12,1.333333333,0.75,1.5,4,40,24,8337,1092,208.425,45.5,3143,785.75,-1
aiwaya.cn,1,1,26,1,0.038461538,1,26,438,342,49569,68745,113.1712329,201.0087719,118314,4550.538462,-1
mapbar.com,2,2,17,2,0.235294118,1,8.5,73,11,12489,1092,171.0821918,99.27272727,6790.5,798.8823529,-1
metro90.com,1,9,2006,0.111111111,0.040378863,9,222.8888889,30622,20257,2143259,10613234,69.99082359,523.9292097,1417388.111,6359.168993,1
carheart.cn,1,1,6,1,0.166666667,1,6,79,49,6042,3531,76.48101266,72.06122449,9573,1595.5,-1
pufanonline.com,1,1,1865,1,0.000536193,1,1865,4319,2545,570726,860312,132.1430887,338.0400786,1431038,767.3126005,1
weather.com,10,13,29,7.692307692,5.827586206,1.3,2.230769231,548,427,55967,221930,102.129562,519.7423888,21376.69231,9582.655172,-1
3fenge.com,1,1,6,1,0.166666667,1,6,74,64,15466,54882,209,857.53125,70348,11724.66667,-1
lync.cn,1,1,1,1,1,1,1,12,8,1495,5036,124.5833333,629.5,6531,6531,-1
mnet.com,1,1,787,1,0.001270648,1,787,12842,14744,1791467,13941411,139.500623,945.5650434,15732878,19990.95044,-1
yiwan.com,1,1,3,1,0.333333333,1,3,23,18,2267,11184,98.56521739,621.3333333,13451,4483.666667,-1
hanergy.com,8,81,3911,0.790123457,1.677576067,10.125,48.28395062,42102,25904,4236812,1700681,100.632084,65.65321958,73302.38272,1518.152135,-1
juyee.cn,1,6,434,0.166666667,0.082949309,6,72.33333333,10644,10310,863343,557613,81.11076663,54.08467507,236826,3274.092166,1
wechat.com,5,6,29,4.166666667,1.24137931,1.2,4.833333333,189,153,34292,26092,181.4391534,170.5359477,10064,2082.206897,-1
sunmi.com,19,134,6182,2.694029851,2.90456163,7.052631579,46.13432836,31665,34040,4042827,24345988,127.6749408,715.2170388,211856.8284,4592.173245,1
algolia.net,1,1,80,1,0.0125,1,80,1334,1952,239719,1925659,179.6994003,986.5056352,2165378,27067.225,-1
hopelead.link,10,477,5410,0.209643606,42.05711644,47.7,11.34171908,6246,6081,406694,335454,65.11271214,55.16428219,1555.865828,137.1807763,-1
wsocdd.com,1,1,37,1,0.027027027,1,37,2037,2287,197382,1414110,96.89837997,618.325317,1611492,43553.83784,-1
weighingcloud.com,5,34,26591,0.735294118,0.043473356,6.8,782.0882353,218560,221484,17235350,19324815,78.85866581,87.25151704,1075298.971,1374.907487,1
009gps.com,7,280,15583,0.175,5.03112366,40,55.65357143,251306,211436,19425899,11543561,77.29978194,54.59600541,110605.2143,1987.387538,1
