domain1,tags,tids,xs,tagRatio,xdrRatio,tagDistribute,xdrDistribute,ups,dps,ubs,dbs,upAvgFluxSize,downAvgFluxSize,tidFlux,xdrFlux,is_main,domain0
fbcs101.fbox360.com,5,5,417,5,0.059952038,1,83.4,40037,40060,3532534,2210288,88.23173564,55.17443834,1148564.4,13771.7554,0,fbox360.com
sz6.tencent.com,2,2,14,2,0.285714286,1,7,24,14,4213,1946,175.5416667,139,3079.5,439.9285714,-1,tencent.com
kssm.kuaipandata.com,1,1,3,1,0.333333333,1,3,26,24,2533,11649,97.42307692,485.375,14182,4727.333333,-1,kuaipandata.com
glb.samsungmilkradio.com,1,4,66,0.25,0.242424242,4,16.5,1189,1380,130732,1236690,109.9512195,896.1521739,341855.5,20718.51515,-1,samsungmilkradio.com
m.sjzhushou.com,4,4,9,4,1.777777778,1,2.25,49,36,5852,13014,119.4285714,361.5,4716.5,2096.222222,1,sjzhushou.com
timeasia.htc.com,1,1,1,1,1,1,1,1,1,76,76,76,76,152,152,-1,htc.com
s1.yy.com,2,2,4,2,1,1,2,408,405,17774,553221,43.56372549,1365.977778,285497.5,142748.75,1,yy.com
mpay.suning.com,1,1,1,1,1,1,1,4,3,284,131,71,43.66666667,415,415,1,suning.com
dict.naver.net,1,2,96,0.5,0.041666667,2,48,368,289,73997,224420,201.0788043,776.5397924,149208.5,3108.510417,-1,naver.net
v-701d9210.71edge.com,1,1,2,1,0.5,1,2,320,433,17059,557526,53.309375,1287.588915,574585,287292.5,-1,71edge.com
firebasedynamiclinks-ipv4.googleapis.com,1,2,4,0.5,1,2,2,12,0,720,0,60,0,360,180,1,googleapis.com
qiye.163.com,2,2,7,2,0.571428571,1,3.5,173,163,14449,64315,83.52023121,394.5705521,39382,11252,1,163.com
cm.ushareit.com,1,1,1,1,1,1,1,20,16,10789,6563,539.45,410.1875,17352,17352,-1,ushareit.com
c.bama555.com,1,1,3,1,0.333333333,1,3,17,6,1094,2166,64.35294118,361,3260,1086.666667,-1,bama555.com
api.diditaxi.com.cn,3,3,4,3,2.25,1,1.333333333,43,40,7554,12292,175.6744186,307.3,6615.333333,4961.5,-1,diditaxi.com.cn
sh.adingo.jp,1,1,2,1,0.5,1,2,8,6,360,264,45,44,624,312,-1,adingo.jp
popdn.163jiasu.com,2,2,28,2,0.142857143,1,14,794,825,68540,740746,86.32241814,897.8739394,404643,28903.07143,-1,163jiasu.com
aiday.com.cn,1,1,74,1,0.013513514,1,74,148,74,8658,4366,58.5,59,13024,176,-1,aiday.com.cn
talk8ca.suning.com,1,1,7,1,0.142857143,1,7,66,56,8993,8204,136.2575758,146.5,17197,2456.714286,1,suning.com
www.duolaibei.com,1,1,8,1,0.125,1,8,57,41,5494,17123,96.38596491,417.6341463,22617,2827.125,0,duolaibei.com
res.heraldm.com,1,1,3,1,0.333333333,1,3,90,88,5526,113494,61.4,1289.704545,119020,39673.33333,-1,heraldm.com
cdc.cdxcn.cn,1,1,30,1,0.033333333,1,30,896,904,153136,761189,170.9107143,842.0232301,914325,30477.5,-1,cdxcn.cn
notifications.wantedly.com,1,1,1,1,1,1,1,15,15,3713,10242,247.5333333,682.8,13955,13955,-1,wantedly.com
media-akam.licdn.com,1,1,1,1,1,1,1,16,13,2613,5899,163.3125,453.7692308,8512,8512,-1,licdn.com
tmnsync.target.com,1,1,2,1,0.5,1,2,32,28,3378,9907,105.5625,353.8214286,13285,6642.5,-1,target.com
www.gcs1.cn,1,1,2,1,0.5,1,2,29,33,3189,15243,109.9655172,461.9090909,18432,9216,-1,gcs1.cn
qmqz.qm.cn,9,1263,32492,0.064133017,49.0942078,140.3333333,25.72604909,1222810,1192077,82724486,72418388,67.65113632,60.74975694,122836.7965,4774.802228,1,qm.cn
www.midea-hotwater.com,2,72,8627,0.055555556,0.600904138,36,119.8194444,107643,97264,4977722,4426802,46.24287692,45.51326287,130618.3889,1090.126811,0,midea-hotwater.com
jskp.jss.com.cn,1,1,1,1,1,1,1,4,2,172,92,43,46,264,264,-1,jss.com.cn
node12.huasu.net,1,56,1469,0.017857143,2.134785568,56,26.23214286,13007,12996,1464764,528311,112.6135158,40.65181594,35590.625,1356.756297,0,huasu.net
huatuospeed.weiyun.com,35,37,71,33.10810811,19.28169014,1.057142857,1.918918919,630,532,72251,167027,114.684127,313.9605263,6466.972973,3370.112676,-1,weiyun.com
iot.aliyun.com,10,851,12472,0.117508813,58.06614817,85.1,14.65569918,253657,248432,28248383,129937415,111.3644922,523.0301048,185882.2538,12683.27437,1,aliyun.com
apiv2.pinduoduo.net,2,2,81,2,0.049382716,1,40.5,851,855,147252,230390,173.0340776,269.4619883,188821,4662.246914,-1,pinduoduo.net
mdap.alipaylog.com,52,84,4275,32.19047619,1.650526316,1.615384615,50.89285714,31825,31332,8236174,4255333,258.7957266,135.8142793,148708.4167,2921.989942,-1,alipaylog.com
jt703bd.jointcontrols.cn,3,15,205,0.6,1.097560976,5,13.66666667,4763,3335,344411,183964,72.30967877,55.16161919,35225,2577.439024,0,jointcontrols.cn
a-hl.mi.com,7,8,572,6.125,0.111888112,1.142857143,71.5,3464,3112,601026,281632,173.506351,90.49871465,110332.25,1543.108392,1,mi.com
push.oppomobile.com,38,40,301,36.1,5.315614618,1.052631579,7.525,1743,1316,349701,413599,200.6316695,314.2849544,19082.5,2535.880399,1,oppomobile.com
et200.tuqianggps.com,3,28,1329,0.321428571,0.589917231,9.333333333,47.46428571,8892,6186,659090,369164,74.12168241,59.67733592,36723.35714,773.7050414,1,tuqianggps.com
v1-dy.ixigua.com,15,15,71,15,3.169014085,1,4.733333333,52967,106003,2475232,148114538,46.73158759,1397.267417,10039318,2120982.676,-1,ixigua.com
mission.dftoutiao.com,1,1,13,1,0.076923077,1,13,98,69,11315,37690,115.4591837,546.2318841,49005,3769.615385,-1,dftoutiao.com
dw-online.ksosoft.com,1,1,3,1,0.333333333,1,3,12,5,2146,2148,178.8333333,429.6,4294,1431.333333,-1,ksosoft.com
shwx.puxuntech.com,1,21,2260,0.047619048,0.195132743,21,107.6190476,131283,67016,7379624,3012780,56.21157347,44.95612988,494876.381,4598.40885,0,puxuntech.com
app.qlogo.cn,3,3,6,3,1.5,1,2,35,27,2278,6500,65.08571429,240.7407407,2926,1463,1,qlogo.cn
site.cdnmaster.cn,7,8,40,6.125,1.6,1.142857143,5,246,208,26092,141031,106.0650407,678.0336538,20890.375,4178.075,-1,cdnmaster.cn
api.samsungknowledge.com,1,1,4,1,0.25,1,4,20,0,1536,0,76.8,0,1536,384,-1,samsungknowledge.com
www.botedianji.com,1,1,1,1,1,1,1,171,219,9045,302351,52.89473684,1380.598174,311396,311396,-1,botedianji.com
shadow.elemecdn.com,4,4,6,4,2.666666667,1,1.5,230,319,12342,348447,53.66086957,1092.310345,90197.25,60131.5,-1,elemecdn.com
oma.qq.com,1,1,1,1,1,1,1,4,4,840,511,210,127.75,1351,1351,1,qq.com
sf.silveroak-labs.com,1,1,85,1,0.011764706,1,85,3481,3478,180992,132218,51.99425452,38.01552616,313210,3684.823529,0,silveroak-labs.com
m1.dwstatic.com,2,2,3,2,1.333333333,1,1.5,23,22,1132,1060,49.2173913,48.18181818,1096,730.6666667,-1,dwstatic.com
de-ham-pls-r019.teamviewer.com,1,1,4,1,0.25,1,4,44,50,8074,16117,183.5,322.34,24191,6047.75,1,teamviewer.com
control_sh011.gc.com.cn,1,1,28,1,0.035714286,1,28,5147,8721,279108,8550599,54.22731688,980.4608416,8829707,315346.6786,0,gc.com.cn
panshi.qq.com,1,1,2,1,0.5,1,2,10,11,1798,4835,179.8,439.5454545,6633,3316.5,1,qq.com
helpcal1.ksmobile.com,3,4,9,2.25,1.777777778,1.333333333,2.25,35,25,2232,1792,63.77142857,71.68,1006,447.1111111,0,ksmobile.com
cc.163.com,1,1,2,1,0.5,1,2,2,2,168,168,84,84,336,168,1,163.com
internetofthings.chinabluemix.net,1,4,360,0.25,0.044444444,4,90,6131,3220,356646,244816,58.17093459,76.02981366,150365.5,1670.727778,1,chinabluemix.net
expressapi.sto-express.cn,1,1,5,1,0.2,1,5,21,13,2292,1885,109.1428571,145,4177,835.4,0,sto-express.cn
secureaud.solocpm.com,1,1,3,1,0.333333333,1,3,57,72,7524,11858,132,164.6944444,19382,6460.666667,-1,solocpm.com
placements.tapjoy.com,2,3,43,1.333333333,0.209302326,1.5,14.33333333,589,1032,127325,984053,216.1714771,953.5397287,370459.3333,25846,-1,tapjoy.com
ws0103.car-cloud.org,1,1,2,1,0.5,1,2,18,18,2314,10265,128.5555556,570.2777778,12579,6289.5,-1,car-cloud.org
sensorsdata.ppdai.com,1,1,81,1,0.012345679,1,81,635,447,150453,179809,236.9338583,402.2572707,330262,4077.308642,-1,ppdai.com
mail.baltrans.com,1,1,37,1,0.027027027,1,37,250,162,33278,37397,133.112,230.845679,70675,1910.135135,-1,baltrans.com
static.jdpay.com,1,1,2,1,0.5,1,2,3,3,164,152,54.66666667,50.66666667,316,158,-1,jdpay.com
mingsheng9002.vicp.net,1,1,7,1,0.142857143,1,7,49,42,8236,2625,168.0816327,62.5,10861,1551.571429,1,vicp.net
cn-igapi.samsungvisioncloud.com,1,1,2,1,0.5,1,2,22,23,2608,15410,118.5454545,670,18018,9009,-1,samsungvisioncloud.com
mguardian.co.kr,1,1,3,1,0.333333333,1,3,3,3,404,96,134.6666667,32,500,166.6666667,-1,co.kr
browser.taobao.com,1,1,17,1,0.058823529,1,17,135,126,12519,14259,92.73333333,113.1666667,26778,1575.176471,1,taobao.com
myivc.jd.com,1,1,26,1,0.038461538,1,26,259,214,72623,86571,280.3976834,404.5373832,159194,6122.846154,1,jd.com
lldqs.com,1,3,2630,0.333333333,0.003422053,3,876.6666667,3064,3053,134816,122120,44,40,85645.33333,97.69429658,-1,lldqs.com
mqtt.5iretail.com,2,7,659,0.571428571,0.074355083,3.5,94.14285714,59997,59206,4010297,3262900,66.84162541,55.11096848,1039028.143,11036.71775,-1,5iretail.com
a2.4008597597.com,2,452,29798,0.008849558,6.85629908,226,65.92477876,456131,432096,40421994,22650144,88.61926508,52.41924017,139540.1283,2116.656755,0,4008597597.com
www.ebeiben.com,9,45,7386,1.8,0.274167344,5,164.1333333,59422,42231,3951607,2132191,66.50074047,50.48876418,135195.5111,823.6932034,-1,ebeiben.com
api.gizwits.com,22,1429,21851,0.33869839,93.45297698,64.95454545,15.29111267,129726,94137,9629014,13416197,74.22578357,142.5177879,16126.80966,1054.652464,0,gizwits.com
push.samsungosp.com,6,8,16,4.5,4,1.333333333,2,166,175,15390,62506,92.71084337,357.1771429,9737,4868.5,-1,samsungosp.com
mon.toutiao.com,18,18,83,18,3.903614458,1,4.611111111,594,446,113007,127664,190.2474747,286.2421525,13370.61111,2899.650602,1,toutiao.com
installmgr.vmall.com,6,6,11,6,3.272727273,1,1.833333333,117,127,18693,53846,159.7692308,423.984252,12089.83333,6594.454545,1,vmall.com
osx.dianping.com,29,34,486,24.73529412,2.378600823,1.172413793,14.29411765,7699,8613,693954,8884997,90.13560203,1031.579821,281733.8529,19709.77572,1,dianping.com
oa.chinacityguard.com.cn,5,17,1744,1.470588235,0.165711009,3.4,102.5882353,5076,3557,482394,188668,95.03427896,53.04132696,39474.23529,384.7832569,0,chinacityguard.com.cn
pdasys.zt-express.com,12,42,225,3.428571429,7.84,3.5,5.357142857,2365,1928,363491,1026866,153.6959831,532.6068465,33103.7381,6179.364444,-1,zt-express.com
cdn-adn.rayjump.com,16,18,67,14.22222222,4.835820896,1.125,3.722222222,1700,2502,118180,3076263,69.51764706,1229.521583,177469.0556,47678.25373,-1,rayjump.com
argo.svcmot.com,1,1,33,1,0.03030303,1,33,708,628,577454,71451,815.6129944,113.7754777,648905,19663.78788,-1,svcmot.com
p59-contacts.icloud.com,13,14,83,12.07142857,2.361445783,1.076923077,5.928571429,874,550,103063,328732,117.9210526,597.6945455,30842.5,5202.349398,1,icloud.com
fp-as.azureedge.net,3,3,3,3,3,1,1,47,46,5883,23734,125.1702128,515.9565217,9872.333333,9872.333333,-1,azureedge.net
tu2.ttt669.com,1,1,7,1,0.142857143,1,7,1154,1509,52064,2052906,45.11611785,1360.441352,2104970,300710,-1,ttt669.com
log.snssdk.com,14,14,84,14,2.333333333,1,6,928,891,413410,175248,445.4849138,196.6868687,42047,7007.833333,1,snssdk.com
drm.cmgame.com,1,1,28,1,0.035714286,1,28,181,160,27083,26029,149.6298343,162.68125,53112,1896.857143,-1,cmgame.com
hws1.issks.com,5,26,2271,0.961538462,0.297666226,5.2,87.34615385,381042,379127,26429060,15248867,69.35996557,40.22099982,1602997.192,18352.23558,0,issks.com
com4.cangoonline.net,10,50,5940,2,0.420875421,5,118.8,39810,27636,2708417,1556140,68.03358453,56.30843827,85291.14,717.9388889,0,cangoonline.net
down.xinshuru.com,1,1,1,1,1,1,1,7,5,455,751,65,150.2,1206,1206,-1,xinshuru.com
ucontent.unipus.cn,1,1,4,1,0.25,1,4,2061,2763,167876,3275899,81.45366327,1185.631198,3443775,860943.75,-1,unipus.cn
comm.iotts.net,2,6,39,0.666666667,0.923076923,3,6.5,244,238,20026,66550,82.07377049,279.6218487,14429.33333,2219.897436,0,iotts.net
tapi.97ting.com,7,7,32,7,1.53125,1,4.571428571,689,622,71756,345903,104.1451379,556.1141479,59665.57143,13051.84375,-1,97ting.com
ant2.pinduoduo.net,2,2,2,2,2,1,1,893,948,63856,1008085,71.50727884,1063.380802,535970.5,535970.5,-1,pinduoduo.net
gcm.ksmobile.com,1,1,1,1,1,1,1,5,4,852,385,170.4,96.25,1237,1237,0,ksmobile.com
cdn.optimizely.com,1,1,5,1,0.2,1,5,67,73,7749,20113,115.6567164,275.5205479,27862,5572.4,-1,optimizely.com
barpay.qufuba.net,1,2,41,0.5,0.097560976,2,20.5,381,321,47431,178084,124.4908136,554.7788162,112757.5,5500.365854,-1,qufuba.net
push.mwee.cn,3,16,2655,0.5625,0.096421846,5.333333333,165.9375,27529,26130,1757506,2724602,63.84198482,104.2710295,280131.75,1688.176271,0,mwee.cn
ocs.ola.vn,1,1,10,1,0.1,1,10,182,142,13391,29204,73.57692308,205.6619718,42595,4259.5,-1,ola.vn
gpscore.net,1,68,6389,0.014705882,0.723743935,68,93.95588235,155663,103915,8683705,5484410,55.78528616,52.77784728,208354.6324,2217.579433,-1,gpscore.net
adcdn.dingyueads.com,2,2,7,2,0.571428571,1,3.5,314,309,13768,401125,43.84713376,1298.139159,207446.5,59270.42857,-1,dingyueads.com
gongyi.qq.com,3,5,13,1.8,1.923076923,1.666666667,2.6,691,737,80281,801198,116.1808973,1087.107191,176295.8,67806.07692,1,qq.com
gps1.xiaohui.top,1,2,93,0.5,0.043010753,2,46.5,226,220,52250,13059,231.1946903,59.35909091,32654.5,702.2473118,0,xiaohui.top
taxidata.xingdataxi.com,1,42,42,0.023809524,42,42,1,411,514,28376,29640,69.04136253,57.66536965,1381.333333,1381.333333,0,xingdataxi.com
sjwsops.baidu.com,3,3,22,3,0.409090909,1,7.333333333,593,664,46110,398356,77.75716695,599.9337349,148155.3333,20203,1,baidu.com
api.changjinglu.net,1,2,118,0.5,0.033898305,2,59,501,341,155289,98378,309.9580838,288.4985337,126833.5,2149.720339,-1,changjinglu.net
appserver.lagou.com,1,1,2,1,0.5,1,2,162,110,12220,9055,75.43209877,82.31818182,21275,10637.5,-1,lagou.com
site.cdnmaster.com,5,5,14,5,1.785714286,1,2.8,2696,4860,145195,6713760,53.85571217,1381.432099,1371791,489925.3571,1,cdnmaster.com
ga-s7-1.secb2b.com.cn,3,3,15,3,0.6,1,5,216,122,6112,3416,28.2962963,28,3176,635.2,-1,secb2b.com.cn
javadl-esd-secure.oracle.com,1,1,1,1,1,1,1,14,15,1069,13076,76.35714286,871.7333333,14145,14145,-1,oracle.com
v-701d920e.71edge.com,1,1,2,1,0.5,1,2,205,401,11080,555862,54.04878049,1386.189526,566942,283471,-1,71edge.com
open.play.cn,2,2,7,2,0.571428571,1,3.5,33,32,5476,12949,165.9393939,404.65625,9212.5,2632.142857,-1,play.cn
app.yangkeduo.com,2,2,2,2,2,1,1,40,33,3509,17730,87.725,537.2727273,10619.5,10619.5,1,yangkeduo.com
storage.jd.com,5,5,28,5,0.892857143,1,5.6,641,723,94415,767170,147.2932917,1061.092669,172317,30770.89286,1,jd.com
cbg.163.com,1,1,2,1,0.5,1,2,45,53,11884,53796,264.0888889,1015.018868,65680,32840,1,163.com
2017.ip138.com,3,3,8,3,1.125,1,2.666666667,33,25,3785,4617,114.6969697,184.68,2800.666667,1050.25,-1,ip138.com
image.mucang.cn,3,3,10,3,0.9,1,3.333333333,446,502,19942,654890,44.71300448,1304.561753,224944,67483.2,-1,mucang.cn
server23501.teamviewer.com,1,1,4,1,0.25,1,4,46,47,7324,15913,159.2173913,338.5744681,23237,5809.25,1,teamviewer.com
static.w3t.cn,1,1,15,1,0.066666667,1,15,92,62,6990,41751,75.97826087,673.4032258,48741,3249.4,-1,w3t.cn
cliapi.microfun.cn,2,2,30,2,0.133333333,1,15,195,164,25428,34575,130.4,210.8231707,30001.5,2000.1,-1,microfun.cn
de-cgn-pls-r011.teamviewer.com,1,2,2,0.5,2,2,1,20,19,5281,9019,264.05,474.6842105,7150,7150,1,teamviewer.com
ia.xuanwu88.com,1,1,2,1,0.5,1,2,8,6,2940,938,367.5,156.3333333,3878,1939,-1,xuanwu88.com
fgw.zebred.com,1,1,2,1,0.5,1,2,33,28,8691,8762,263.3636364,312.9285714,17453,8726.5,0,zebred.com
chwl.qq.com,1,1,1,1,1,1,1,3,2,164,112,54.66666667,56,276,276,1,qq.com
api-mplatform.campmobile.com,1,1,1,1,1,1,1,13,13,810,5476,62.30769231,421.2307692,6286,6286,-1,campmobile.com
gaoxiao.114la.com,1,1,12,1,0.083333333,1,12,5053,33325,209115,45017459,41.38432614,1350.861485,45226574,3768881.167,-1,114la.com
clientlog.wanmei.com,1,1,13,1,0.076923077,1,13,117,82,21596,34583,184.5811966,421.7439024,56179,4321.461538,-1,wanmei.com
www.iboxpay.com,1,1,1,1,1,1,1,1,2,60,96,60,48,156,156,0,iboxpay.com
t.myvisualiq.net,1,1,2,1,0.5,1,2,34,29,9488,13762,279.0588235,474.5517241,23250,11625,-1,myvisualiq.net
api.mo-huan.com,16,891,53738,0.287317621,14.77317727,55.6875,60.31200898,531672,381986,64718712,21879383,121.7267639,57.27797092,97192.02581,1611.487123,0,mo-huan.com
dev3.rayeye.cn,15,399,61665,0.563909774,2.581707614,26.6,154.5488722,1799930,1684087,95743220,92863932,53.19274638,55.14200395,472699.6291,3058.577021,0,rayeye.cn
www.gps021.net,19,472,10311,0.764830508,21.60643972,24.84210526,21.84533898,200372,156924,16190121,8962934,80.80031641,57.1164003,53290.37076,2439.438949,1,gps021.net
a.fxltsbl.com,63,64,370,62.015625,11.07027027,1.015873016,5.78125,2183,1800,293229,588848,134.3238662,327.1377778,13782.45313,2383.991892,-1,fxltsbl.com
yundong.qq.com,8,8,24,8,2.666666667,1,3,857,883,92751,478375,108.2275379,541.7610419,71390.75,23796.91667,1,qq.com
vse.baidu.com,42,50,196,35.28,12.75510204,1.19047619,3.92,2197,2086,278279,704755,126.6631771,337.8499521,19660.68,5015.479592,1,baidu.com
c.lianwangtech.com,4,4,8,4,2,1,2,43,29,5020,3048,116.744186,105.1034483,2017,1008.5,1,lianwangtech.com
mqtt.aliyuncs.com,10,19,2021,5.263157895,0.178624443,1.9,106.3684211,39671,24374,2091740,1042738,52.72718106,42.78074998,164972.5263,1550.953983,1,aliyuncs.com
track-data.geindex.com,2,2,5,2,0.8,1,2.5,37,29,3772,21003,101.9459459,724.2413793,12387.5,4955,-1,geindex.com
fault.haohuida.cn,1,1,1,1,1,1,1,13,9,600,468,46.15384615,52,1068,1068,-1,haohuida.cn
lbs.airm2m.com,2,69,987,0.057971014,4.823708207,34.5,14.30434783,1282,1278,147057,97277,114.7090484,76.11658842,3541.072464,247.5521783,0,airm2m.com
u3.teddymobile.cn,40,43,162,37.20930233,11.41358025,1.075,3.76744186,697,523,84454,98130,121.1678623,187.6290631,4246.139535,1127.061728,-1,teddymobile.cn
autoupdate.kingsoft.com,7,7,41,7,1.195121951,1,5.857142857,2435,7244,114411,9443474,46.98603696,1303.627002,1365412.143,233119.1463,-1,kingsoft.com
i0.hdslb.com,53,124,518,22.65322581,29.68339768,2.339622642,4.177419355,18757,23676,1245844,30286047,66.42021645,1279.187658,254289.4435,60872.37645,-1,hdslb.com
dev.suianbo.cn,5,40,2856,0.625,0.56022409,8,71.4,126811,66427,14451388,5164393,113.9600508,77.74538968,490394.525,6868.270658,0,suianbo.cn
b2.3gmimo.com,3,3,6,3,1.5,1,2,50,32,4481,6442,89.62,201.3125,3641,1820.5,1,3gmimo.com
helpcmplaysdk1.ksmobile.com,12,15,91,9.6,2.472527473,1.25,6.066666667,740,522,92576,150065,125.1027027,287.4808429,16176.06667,2666.384615,0,ksmobile.com
tradequery.fuiou.com,4,6,174,2.666666667,0.206896552,1.5,29,2632,2975,350053,2832552,132.9988602,952.1183193,530434.1667,18290.83333,0,fuiou.com
mobile.jeppesen.com,2,2,13,2,0.307692308,1,6.5,189,158,11888,114094,62.8994709,722.1139241,62991,9690.923077,-1,jeppesen.com
s2.googleusercontent.com,2,2,9,2,0.444444444,1,4.5,31,0,1692,0,54.58064516,0,846,188,-1,googleusercontent.com
cn-disp.coolkit.cc,1,5,9,0.2,2.777777778,5,1.8,56,46,4849,4128,86.58928571,89.73913043,1795.4,997.4444444,-1,coolkit.cc
newds02.myoppo.com,20,21,61,19.04761905,7.229508197,1.05,2.904761905,298,215,23636,22756,79.31543624,105.8418605,2209.142857,760.5245902,-1,myoppo.com
pic1cdn.cmbchina.com,11,12,88,10.08333333,1.636363636,1.090909091,7.333333333,2153,2333,139512,2836809,64.79888528,1215.948993,248026.75,33821.82955,-1,cmbchina.com
gold.fengchao123.cn,2,5,584,0.8,0.042808219,2.5,116.8,111096,77120,8029061,6706104,72.27137791,86.95674274,2947033,25231.44692,-1,fengchao123.cn
kinge.changjinglu.net,1,1,1,1,1,1,1,3,3,156,120,52,40,276,276,-1,changjinglu.net
p58-ckdatabase.icloud.com,19,20,81,18.05,4.938271605,1.052631579,4.05,853,535,110562,339033,129.6154748,633.7065421,22479.75,5550.555556,1,icloud.com
ofoapp.7runto.com,1,1,1,1,1,1,1,5,0,260,0,52,0,260,260,-1,7runto.com
api.fqixin.net,1,1,1,1,1,1,1,21,17,2829,4425,134.7142857,260.2941176,7254,7254,-1,fqixin.net
ws.nagezan.net,2,2,3,2,1.333333333,1,1.5,9,9,756,756,84,84,756,504,-1,nagezan.net
online-media.ecarx.com.cn,1,8,454,0.125,0.140969163,8,56.75,2527,2068,182164,1667894,72.08705975,806.5251451,231257.25,4075.017621,0,ecarx.com.cn
bizn.donga.com,1,1,4,1,0.25,1,4,18,13,3067,2562,170.3888889,197.0769231,5629,1407.25,-1,donga.com
data.qq.com,1,1,2,1,0.5,1,2,11,10,1076,3288,97.81818182,328.8,4364,2182,1,qq.com
mwoperation.meiweishenghuo.com,2,2,67,2,0.059701493,1,33.5,539,264,134308,14509,249.1799629,54.95833333,74408.5,2221.149254,0,meiweishenghuo.com
r3---sn-ab02a0n-jwws.gvt1.com,1,1,9,1,0.111111111,1,9,45,0,2700,0,60,0,2700,300,-1,gvt1.com
mail.pook.com,1,1,4,1,0.25,1,4,75,70,7070,24814,94.26666667,354.4857143,31884,7971,-1,pook.com
ads.nexage.com,2,5,26,0.8,0.961538462,2.5,5.2,194,136,18837,43905,97.09793814,322.8308824,12548.4,2413.153846,-1,nexage.com
lds.lenovomm.com,1,5,11,0.2,2.272727273,5,2.2,50,41,6548,3847,130.96,93.82926829,2079,945,1,lenovomm.com
baron.laiwang.com,1,1,2,1,0.5,1,2,2,0,128,0,64,0,128,64,-1,laiwang.com
www.wifijingshui.com,1,1,44,1,0.022727273,1,44,1150,605,50556,26555,43.96173913,43.89256198,77111,1752.522727,-1,wifijingshui.com
aoiserver.8008109939.cn,1,1,14,1,0.071428571,1,14,74,56,6675,4614,90.2027027,82.39285714,11289,806.3571429,-1,8008109939.cn
www.dongnanshan.com,1,1,3,1,0.333333333,1,3,45,42,4540,51447,100.8888889,1224.928571,55987,18662.33333,1,dongnanshan.com
config.bixbyai.cn,3,3,9,3,1,1,3,220,292,21239,292708,96.54090909,1002.424658,104649,34883,-1,bixbyai.cn
report.365you.com,1,1,67,1,0.014925373,1,67,247,139,96558,20565,390.9230769,147.9496403,117123,1748.104478,1,365you.com
stat.xiangha.com,1,1,2,1,0.5,1,2,24,31,4030,5470,167.9166667,176.4516129,9500,4750,-1,xiangha.com
glb.qiniucdn.com,6,6,85,6,0.423529412,1,14.16666667,1019,1114,87754,1260825,86.11776251,1131.79982,224763.1667,15865.63529,-1,qiniucdn.com
resource.70mai.com.cn,2,4,6,1,2.666666667,2,1.5,72,54,16357,23744,227.1805556,439.7037037,10025.25,6683.5,0,70mai.com.cn
www.biketo.com,1,1,73,1,0.01369863,1,73,339,491,77052,526633,227.2920354,1072.572301,603685,8269.657534,-1,biketo.com
t1.ukelink.com,1,3,3,0.333333333,3,3,1,18,15,1453,2244,80.72222222,149.6,1232.333333,1232.333333,-1,ukelink.com
pic.chatting365.xyz,1,1,15,1,0.066666667,1,15,144,169,14841,181698,103.0625,1075.136095,196539,13102.6,-1,chatting365.xyz
api.sanxintang.net,1,1,13,1,0.076923077,1,13,71,73,11383,13467,160.3239437,184.4794521,24850,1911.538462,-1,sanxintang.net
